country,test_group,watch_time,pause_count,avg_watch_time_per_video,Webpage_clicks_per_session,Videos_completed_per_session,userid,ds,sessionid
Country6,control,3639,39,589,10,33,4448301143,05-24-2023,53acd794b8
Country4,control,3986,39,546,8,74,4825156499,05-15-2023,abc6c26347
Country10,control,3359,63,681,9,66,1732934281,05-16-2023,709d7921fb
Country7,test,2580,53,1462,0,52,2407456467,05-17-2023,20f6c713a7
Country7,test,2490,46,1938,1,6,4677252803,05-18-2023,153c50ebf6
Country3,test,3407,67,2759,1,15,5632348048,05-19-2023,01822c0863
Country6,control,3433,53,758,5,66,5421659819,05-20-2023,4e9422759d
Country6,control,3163,48,610,10,99,8642795114,05-21-2023,1df1d1681b
Country8,control,3188,52,586,6,65,1346829924,05-22-2023,3cafdfa3ca
Country3,test,2304,59,1683,0,44,6401878044,05-23-2023,24321362b1
Country3,test,2312,42,1472,1,62,7637571528,05-24-2023,8fe975b7bc
Country1,control,3657,60,673,7,48,2994975288,05-15-2023,35cb9dfa3e
Country1,test,2181,55,2566,1,29,9169445283,05-16-2023,c757b5204c
Country5,test,2399,79,1977,1,59,2099092244,05-17-2023,832b1b8269
Country4,test,2895,40,1770,1,12,8776845296,05-18-2023,9c5b97b52b
Country2,test,3113,49,1480,2,99,4133546884,05-19-2023,292c221129
Country1,test,2427,41,2605,0,20,3397864512,05-20-2023,cb3d1e2fc1
Country7,control,3168,40,620,9,13,3959618876,05-21-2023,f3bc8243c4
Country7,control,3967,51,509,9,74,4314239520,05-22-2023,4bfcf19576
Country9,control,3188,48,509,6,27,9242712909,05-23-2023,dfcbe19e37
Country2,control,4110,48,520,7,62,6313120328,05-24-2023,fe0c70f71b
Country5,test,2801,36,2797,1,53,3590356106,05-15-2023,4c962837fe
Country2,control,4135,25,539,9,57,6299079126,05-16-2023,f32cacedd9
Country6,test,2693,34,2489,2,82,4836551920,05-17-2023,77f3b46286
Country6,test,1138,52,1822,1,19,6932361171,05-18-2023,bf771e440b
Country6,test,3542,66,2227,1,27,4684951634,05-19-2023,d359ae4d44
Country5,test,2636,42,2005,2,48,3237050496,05-20-2023,13f4ae1abb
Country5,test,3291,28,2682,1,27,1435594597,05-21-2023,60b2b637f6
Country1,control,4628,55,844,7,11,3415520958,05-22-2023,bf892506f3
Country2,control,3849,48,610,8,32,9334330472,05-23-2023,c338353eb5
Country4,test,2200,57,2131,1,22,4544084237,05-24-2023,c5c29256d5
Country2,test,3199,45,1715,0,63,7946483409,05-15-2023,43159940ac
Country10,control,5289,63,692,6,68,7796105579,05-16-2023,c521653d41
Country1,control,3271,48,582,5,72,7688748983,05-17-2023,98841e20fb
Country3,test,2982,39,2397,0,37,6913536621,05-18-2023,b25735d6bd
Country2,control,3329,28,684,8,96,6252269223,05-19-2023,78f685e206
Country8,control,3839,58,695,8,35,4155597456,05-20-2023,8136b8d374
Country1,test,2677,47,2386,0,34,4950247006,05-21-2023,98fa8c8f84
Country3,test,2249,45,1284,1,76,3271776420,05-22-2023,2aa1327c19
Country3,control,4306,40,668,13,9,2554470461,05-23-2023,f283127f8a
Country4,control,2861,58,460,10,46,8122660837,05-24-2023,acf813032a
Country5,control,3211,57,662,5,53,1049099195,05-15-2023,13fc94c0a3
Country8,test,3226,38,2508,0,57,8458042234,05-16-2023,a32b9fc9c2
Country3,test,2902,45,2010,2,57,9425779176,05-17-2023,728e5043ef
Country10,test,2369,42,2615,1,12,5826658783,05-18-2023,adb5ae313b
Country6,control,3090,22,508,7,57,8388730954,05-19-2023,2e248e1802
Country7,test,1522,50,2128,1,24,7841496482,05-20-2023,284cd728d8
Country10,control,2164,34,516,11,74,7417561903,05-21-2023,30845552a1
Country8,control,4355,42,656,7,87,9676586137,05-22-2023,00dd80dd8b
Country3,control,3891,57,809,5,21,3097872945,05-23-2023,1a2ed7468b
Country10,test,2527,57,1198,1,31,9923769161,05-24-2023,70ab8fc7a0
Country5,test,2656,40,1839,0,77,8418877659,05-15-2023,ba1f964bdc
Country10,test,2830,64,1943,1,17,2945996063,05-16-2023,4a02a476e2
Country1,test,2671,48,1118,2,44,1531198642,05-17-2023,a54d5b5f9c
Country1,test,2986,36,874,1,50,4863329384,05-18-2023,7582a4a9db
Country3,test,1203,66,1068,0,32,3714686691,05-19-2023,009b69f7ab
Country3,control,3719,51,554,5,36,4780708196,05-20-2023,dfee76a074
Country8,test,2387,44,1690,0,93,1604536791,05-21-2023,97381b803c
Country10,test,2551,49,1301,1,9,4579225514,05-22-2023,477484db86
Country1,test,1687,48,2344,1,87,8373658624,05-23-2023,c57100bfc3
Country4,control,3732,46,627,11,35,5704443260,05-24-2023,5322161070
Country9,control,3798,41,441,10,8,3204289218,05-15-2023,c4cfe61acf
Country10,test,2315,51,2180,2,4,8966671417,05-16-2023,d95990f793
Country2,control,2782,53,505,10,53,2660574049,05-17-2023,50a7e59c8e
Country10,test,1923,29,1943,2,8,2720492924,05-18-2023,31e34f2bc5
Country6,control,3071,48,426,7,74,9413311182,05-19-2023,806b941cda
Country3,control,3696,50,579,7,15,5593533170,05-20-2023,f7664181eb
Country6,test,2314,49,2233,1,36,6854822364,05-21-2023,b470d8ea57
Country1,test,2350,55,1826,0,6,5878986312,05-22-2023,014bf9243b
Country7,test,3275,53,1775,1,81,2516454863,05-23-2023,ffe5820a30
Country5,control,3735,58,580,11,82,9952213758,05-24-2023,1f3c2d2618
Country9,test,2381,47,858,1,70,3079162455,05-15-2023,63c7ec1f20
Country6,test,2629,51,1996,1,26,3450094304,05-16-2023,9132f24f17
Country5,control,3679,45,626,8,55,4230822933,05-17-2023,9313f7c140
Country6,test,1393,45,1762,2,43,3088485558,05-18-2023,525e7616a7
Country3,control,2498,51,614,10,14,4811828018,05-19-2023,f2a80b7ac8
Country4,control,3804,46,564,5,69,6872829499,05-20-2023,bf7eafe607
Country9,test,2243,76,1778,2,42,4410359666,05-21-2023,3a31fb63d1
Country1,control,3709,50,467,9,29,9005227521,05-22-2023,28da0faaf3
Country4,control,3137,36,747,11,86,1218025177,05-23-2023,ceec334ecd
Country1,test,2366,64,1902,1,81,6729992394,05-24-2023,8d990dd731
Country1,test,2837,38,3012,1,52,8671596567,05-15-2023,41e23d5ef8
Country8,control,3738,51,575,6,83,2824816320,05-16-2023,15fd386a85
Country4,test,1626,59,1992,1,29,5731367986,05-17-2023,e5b17d11b1
Country6,control,3093,32,401,9,67,6739634598,05-18-2023,9073cbc058
Country9,control,2530,48,631,9,37,9165318879,05-19-2023,3da7554256
Country4,test,2412,49,1546,1,74,4986179302,05-20-2023,2de2f7984f
Country3,control,3752,43,619,7,75,1959163378,05-21-2023,7f0bd8717d
Country9,control,3608,52,652,8,12,8174241025,05-22-2023,3f281a6660
Country4,test,2443,43,2168,0,75,2547027115,05-23-2023,45def1b4fb
Country2,test,2580,46,3110,1,76,7992541488,05-24-2023,14caf6ea08
Country4,control,4343,54,535,8,43,4640420236,05-15-2023,694a133f42
Country2,control,3625,54,762,9,39,6694678295,05-16-2023,fd00447552
Country1,control,4383,42,676,11,86,1152695049,05-17-2023,0261a675ac
Country10,test,2610,47,2162,1,28,7975208004,05-18-2023,c5bdcc35fb
Country10,control,3563,43,582,8,28,9916748296,05-19-2023,9d2000c39b
Country5,control,3892,69,382,7,7,1634948871,05-20-2023,1ac8fe47dc
Country9,control,3338,34,528,9,94,4019559521,05-21-2023,6c2ab00aee
Country8,control,4672,36,425,6,83,6061426388,05-22-2023,bcb0ff9f37
Country6,test,3183,45,1293,1,31,8408898857,05-23-2023,97b1ec1366
Country9,control,3769,38,480,8,39,7973509155,05-24-2023,033353441d
Country7,control,3640,47,782,9,75,9579571594,05-15-2023,265a1a1e79
Country9,test,1948,62,1840,1,48,9765888070,05-16-2023,81a0858146
Country7,control,3647,54,639,9,43,9377903879,05-17-2023,9d602ef4b6
Country5,control,3449,51,544,8,92,8621622302,05-18-2023,0e188f3138
Country4,control,3977,58,628,7,10,6080770528,05-19-2023,e5d3c985dc
Country3,test,3075,48,1482,0,81,2231386439,05-20-2023,44f4c10789
Country3,control,4024,42,763,5,4,2212597386,05-21-2023,4b819c85c6
Country5,control,3915,46,561,10,31,4044133835,05-22-2023,91caeee8cf
Country7,test,3138,43,2144,1,100,6482842280,05-23-2023,d0f48fa39f
Country7,test,2085,53,2115,1,48,7784564024,05-24-2023,17d97f4033
Country3,test,1788,44,1394,1,65,9425055287,05-15-2023,f1568734a9
Country10,control,3681,19,670,7,49,6197260665,05-16-2023,514a03c9e9
Country2,test,2161,60,2639,2,53,9838082245,05-17-2023,35da843318
Country8,control,2981,27,642,5,53,4592137196,05-18-2023,76824d6256
Country8,test,2079,57,2629,0,19,6934547517,05-19-2023,4eab60bee0
Country9,test,2781,50,2259,1,14,9528491794,05-20-2023,40e176a1d8
Country7,test,3140,68,2650,1,59,9057138145,05-21-2023,1cfdc9e95e
Country10,control,4127,51,755,8,29,5187392038,05-22-2023,0c0884c5e9
Country8,control,3765,72,514,8,95,1949463809,05-23-2023,3bb54d919e
Country9,test,2223,60,1017,0,72,6693732394,05-24-2023,c7435361e8
Country1,test,2873,53,1795,0,24,3712428823,05-15-2023,9c22bfbb28
Country2,control,3514,31,692,6,47,8599078888,05-16-2023,03bc07f1cd
Country8,test,2362,52,1715,1,4,3593776830,05-17-2023,95af4f0ee5
Country6,control,3423,47,632,5,50,6510231719,05-18-2023,353458e124
Country1,test,2841,48,1210,1,74,8713110231,05-19-2023,603d8e0336
Country9,test,3312,43,2018,1,26,8961889878,05-20-2023,1e9982b54a
Country7,control,3929,54,625,6,37,2801549211,05-21-2023,6e2495d1c8
Country10,control,3156,29,614,6,69,7721918680,05-22-2023,496d1dfcca
Country4,control,3634,44,657,7,94,5395615611,05-23-2023,76676bb319
Country3,test,2099,59,2093,0,92,7464581497,05-24-2023,26cfc165f2
Country8,control,3977,58,743,5,11,2413220361,05-15-2023,9ad9f90d48
Country4,test,2249,45,2061,1,28,8256351733,05-16-2023,f5c811360d
Country5,test,2844,80,2134,1,69,5646121384,05-17-2023,b832a4aeb8
Country2,test,2403,58,2224,1,43,7575314504,05-18-2023,5fd61ab9e7
Country4,control,4042,56,506,8,1,8837493485,05-19-2023,8dbd317061
Country1,control,3232,55,685,5,4,5698640633,05-20-2023,97938d7a7f
Country4,control,4920,55,565,8,76,7818767378,05-21-2023,0c83da9c72
Country5,control,3616,58,618,8,2,2583244199,05-22-2023,410133e884
Country5,test,2475,38,1906,0,27,3388084837,05-23-2023,a5a7167fc1
Country1,control,3768,51,696,8,15,1772951013,05-24-2023,e30c94580d
Country4,control,3603,60,550,4,39,2746894841,05-15-2023,f7778fe470
Country5,control,3845,50,414,9,39,4969863222,05-16-2023,da24719a5c
Country6,test,1924,63,1620,1,17,4622122088,05-17-2023,15eac7c220
Country6,test,2760,55,2096,1,96,8254735819,05-18-2023,b1dc14e9c3
Country7,control,4199,57,687,4,50,2508376194,05-19-2023,235e79a44b
Country3,test,2446,50,1418,2,71,6250233248,05-20-2023,1da6d5ed29
Country7,control,2327,61,765,7,49,7279086149,05-21-2023,815965d9fc
Country10,control,2914,49,797,6,14,8253051740,05-22-2023,f74f41dcbd
Country10,test,2324,52,1242,0,52,7984216903,05-23-2023,19a48b8853
Country10,test,2054,53,1685,1,58,4038542391,05-24-2023,b13226ccf3
Country2,test,2221,50,2073,2,96,5132999492,05-15-2023,1c3a14c7f6
Country3,test,2340,54,1070,0,28,2842118588,05-16-2023,3f0f5367b5
Country1,test,3445,49,2146,1,63,1675214197,05-17-2023,80ae950eff
Country9,control,4043,41,759,6,93,7051012398,05-18-2023,84faa85e9d
Country10,test,2514,41,2143,2,65,6404427454,05-19-2023,6d6567a13c
Country5,test,2770,50,2805,2,77,1271446021,05-20-2023,d32deb54b2
Country1,control,2970,64,659,10,64,8844276654,05-21-2023,8c5cf0edae
Country4,control,4226,51,488,5,75,6758145778,05-22-2023,bcfd2e5017
Country1,test,3379,49,1459,1,80,7838412302,05-23-2023,bd4bb514e3
Country2,control,4633,48,760,8,100,7394195463,05-24-2023,bc4309c22f
Country5,control,3419,67,581,7,78,1033841930,05-15-2023,03123fb786
Country6,control,3705,53,523,7,97,3400145805,05-16-2023,e3ef86b71b
Country2,test,2281,50,1437,0,85,3762535784,05-17-2023,a9d4633cc7
Country3,test,1201,53,2373,2,70,5444589351,05-18-2023,6ca9d57ac2
Country9,control,4042,57,698,8,48,6849137597,05-19-2023,8950854f65
Country6,control,3631,48,696,6,84,3523983487,05-20-2023,d18a033ff8
Country9,control,3533,36,506,10,6,2099652186,05-21-2023,4fa8468185
Country6,control,3464,35,572,10,83,6097288283,05-22-2023,32bfaff30f
Country7,test,2332,54,2670,0,12,5371062608,05-23-2023,052ea421d6
Country2,test,2793,50,1997,1,26,1180172884,05-24-2023,039b69a03f
Country1,control,3771,56,547,7,70,7961154935,05-15-2023,1166aeaba7
Country7,test,2431,56,2455,1,31,8060936627,05-16-2023,873ebb866b
Country8,control,2964,30,456,9,60,4159338127,05-17-2023,8ebf15155e
Country8,test,3007,57,2582,1,77,7128760043,05-18-2023,383c563926
Country10,control,3022,45,653,8,2,1499067140,05-19-2023,e71dadb596
Country5,control,3993,43,382,6,22,1371065714,05-20-2023,ea176d8aa8
Country10,test,2697,50,1820,2,95,3116562370,05-21-2023,299548955b
Country8,test,1647,44,1739,2,51,9683062748,05-22-2023,b737055250
Country4,control,3455,49,672,8,18,5079640619,05-23-2023,fc7664e8c2
Country10,test,2536,68,3138,1,28,7358328449,05-24-2023,7b4d08a1c8
Country5,control,3709,65,392,8,25,5721887224,05-15-2023,5c39093959
Country3,test,2461,49,2286,1,18,6014032112,05-16-2023,552a13995f
Country5,test,3111,37,1673,2,55,3074887202,05-17-2023,fe25ef96d9
Country6,test,2624,39,1921,1,89,6099474528,05-18-2023,14ea16b429
Country1,test,3397,34,1474,1,97,8384985851,05-19-2023,d3740746da
Country1,control,3384,58,457,6,39,4069908185,05-20-2023,d1a558fa3e
Country5,test,2565,62,2031,1,45,6015896951,05-21-2023,82aab40bcb
Country5,control,3014,41,580,6,42,4951985801,05-22-2023,591ef081f5
Country8,test,3056,55,1751,1,23,5393349036,05-23-2023,501b0594d3
Country3,control,3967,54,555,7,3,1085459247,05-24-2023,b297a0d333
Country6,test,2468,67,2510,1,39,7376322911,05-15-2023,8eefd6c0c0
Country7,test,2264,41,1532,1,18,1637610436,05-16-2023,e8d06b4ef1
Country7,test,2486,74,2034,1,97,8587483691,05-17-2023,08d549e201
Country5,control,4085,36,425,6,92,7451337254,05-18-2023,15be94f896
Country3,test,2098,46,2393,1,93,5601004088,05-19-2023,4a5b8e6d34
Country5,control,2862,55,710,7,50,8472777000,05-20-2023,649923d35a
Country9,control,2819,45,668,11,90,1466733644,05-21-2023,07e2c9b568
Country5,test,2769,45,1843,1,84,3461997412,05-22-2023,91c403926a
Country9,test,2347,48,2473,1,60,3092613461,05-23-2023,da72abc209
Country1,control,2918,46,516,10,14,2067330233,05-24-2023,b6e0f96cad
Country8,control,3703,54,526,7,54,2223132263,05-15-2023,9a3e33453f
Country6,control,2927,71,437,5,49,4944808935,05-16-2023,4b0e62cd67
Country1,control,3137,56,587,8,74,3168479410,05-17-2023,6ea507feaa
Country8,test,2203,52,2103,1,91,6133886211,05-18-2023,c121c56a22
Country5,control,3607,60,567,10,94,3641527006,05-19-2023,2ee1de42be
Country7,test,2321,33,1392,0,63,8689586060,05-20-2023,8d50619776
Country8,test,2196,39,1239,1,87,9799912119,05-21-2023,447dfbe5dd
Country2,control,2890,44,716,4,27,1772297272,05-22-2023,43555ced0c
Country8,test,1738,33,1246,1,49,1581852041,05-23-2023,9312f6af5c
Country7,control,3567,40,698,8,23,4127797625,05-24-2023,d418d0263f
Country8,test,2831,48,2876,2,92,9524776373,05-15-2023,15bffc3b7b
Country10,control,4423,58,625,9,41,2305431723,05-16-2023,d6fafb3771
Country10,test,2548,51,1413,2,40,1616690779,05-17-2023,a5da7ad008
Country10,control,3633,44,430,6,28,6832825555,05-18-2023,be5bba6d2e
Country10,test,2501,57,2335,2,80,4210019049,05-19-2023,a1358c7f05
Country4,test,2320,44,2250,0,10,4049584482,05-20-2023,5bf7c3ab88
Country6,control,2748,47,566,7,18,8607108990,05-21-2023,9ce37ccb25
Country9,test,2856,47,3202,1,63,7047715889,05-22-2023,56a65b1f7c
Country6,test,2798,42,1700,1,65,8453895291,05-23-2023,cdf16fac77
Country5,control,3485,38,579,5,7,3685605531,05-24-2023,f97f1669f4
Country2,test,2675,48,1973,1,99,1940278912,05-15-2023,f24f74b50c
Country6,test,2222,45,1965,2,80,8972117399,05-16-2023,43b260c043
Country2,test,2915,52,2641,1,66,7812482296,05-17-2023,6b7fa95e63
Country8,control,3766,58,534,7,95,7221506234,05-18-2023,82852c96c0
Country3,test,2676,42,2105,1,67,8624834749,05-19-2023,0dee0e4fbc
Country9,test,1508,48,2107,2,25,9260528226,05-20-2023,3275a5a851
Country7,test,2008,61,2748,2,48,6242158075,05-21-2023,f450ee74f8
Country6,control,2594,30,690,7,89,1572192948,05-22-2023,5fb76c415f
Country5,control,4459,52,544,11,52,4290752161,05-23-2023,22b17ea570
Country1,test,2247,55,2353,1,96,6641188982,05-24-2023,78a540d276
Country4,control,3453,57,533,6,91,7001985746,05-15-2023,f8446e91df
Country6,test,2768,50,1352,2,100,8374525385,05-16-2023,aeba292716
Country6,test,2212,35,2036,0,82,3335875580,05-17-2023,64cc955d57
Country9,control,3667,54,583,10,11,7276923517,05-18-2023,974972b5be
Country5,test,2549,46,1836,1,4,8768982266,05-19-2023,f79fa771c1
Country6,test,2393,45,2320,1,13,9178636793,05-20-2023,868c7bfa72
Country7,control,3840,40,602,9,13,9212090655,05-21-2023,e0731f0480
Country3,test,2208,41,820,0,57,4029805856,05-22-2023,96bfee0c8c
Country8,test,2691,31,2156,1,54,2525551000,05-23-2023,b0ef6d5b5a
Country5,test,2461,38,1546,1,65,5650534124,05-24-2023,71d8d6e99c
Country2,test,2704,55,2303,1,77,9783433948,05-15-2023,a1d683ec64
Country10,test,2198,48,986,1,9,6577482370,05-16-2023,762437bc22
Country2,test,1787,69,2328,1,6,8952428713,05-17-2023,8013351129
Country1,control,3440,47,532,8,43,9300224911,05-18-2023,68bc861faf
Country10,control,3762,45,685,9,18,1936747060,05-19-2023,5cbe5394af
Country2,test,3291,46,1650,1,13,7823148147,05-20-2023,c7aa5f7045
Country6,control,3045,62,531,8,72,5166189059,05-21-2023,ae126ac4aa
Country7,control,2860,54,391,8,57,9398881320,05-22-2023,205c90391c
Country8,control,3106,39,571,6,18,5416339986,05-23-2023,1a1a28ff53
Country6,control,3225,61,813,9,63,1625795931,05-24-2023,3ceead4dee
Country4,control,3790,41,560,8,8,1510530251,05-15-2023,b20c126cb8
Country10,test,2378,41,2280,1,18,1116290890,05-16-2023,4289e23cfb
Country3,control,3798,48,567,11,12,5327903007,05-17-2023,f3f9178938
Country8,test,3240,49,2707,0,48,4110019498,05-18-2023,c6ed88d1ed
Country5,test,1955,48,857,1,80,1041393749,05-19-2023,520e134bbb
Country1,control,3374,47,675,4,12,6463010840,05-20-2023,4e1f1aa350
Country2,control,4468,47,591,5,60,2160195818,05-21-2023,484ebd5ef0
Country9,test,1520,55,1931,0,76,3174719687,05-22-2023,9adfa645f1
Country9,control,4553,54,524,6,12,7831329700,05-23-2023,f55fca7180
Country8,control,3797,49,499,6,77,6847617495,05-24-2023,d8a750e7ab
Country2,test,2916,58,780,1,11,8838909385,05-15-2023,c368d4d763
Country1,test,2812,50,2593,1,70,2667327016,05-16-2023,09787f6e32
Country6,test,2149,66,1670,2,83,2329928076,05-17-2023,f244a9574a
Country6,control,3554,48,514,7,33,9518994182,05-18-2023,39d23ff417
Country9,test,1964,48,1588,1,29,5095007357,05-19-2023,cb2ab94c07
Country9,control,4059,34,541,7,80,5693788198,05-20-2023,e3fdf175a9
Country8,test,2611,66,1421,1,19,8828088726,05-21-2023,9fbd7d997c
Country9,test,1135,41,1656,0,36,3130258358,05-22-2023,606ee7096b
Country5,test,2992,46,1088,2,99,5227997543,05-23-2023,87f663e037
Country5,control,2930,57,511,9,9,1129978541,05-24-2023,d3eb07cd46
Country7,test,2376,55,2382,1,62,2098873871,05-15-2023,cc7748338b
Country8,control,4187,53,595,5,3,4460627764,05-16-2023,c1a9fc3809
Country5,test,2032,57,2425,1,31,3676618864,05-17-2023,c5623c7383
Country2,test,2486,44,1611,2,43,4596767260,05-18-2023,40e8934f6f
Country4,test,2976,42,2747,1,55,9385709953,05-19-2023,9873a33720
Country5,control,3294,57,527,9,89,1399546062,05-20-2023,aaaa5c8163
Country1,test,2532,52,1294,1,56,6019179052,05-21-2023,6053068fa6
Country2,control,4019,58,561,8,86,2339770797,05-22-2023,af40d62135
Country8,test,1882,49,1113,1,63,5051570252,05-23-2023,d63ade3c6f
Country5,control,2960,54,709,8,7,5253212270,05-24-2023,b0dc10cc51
Country8,test,2561,44,2102,2,59,8356537485,05-15-2023,769351a2c9
Country2,test,2632,50,1428,2,89,3829930151,05-16-2023,5f42cb3af7
Country8,control,4142,54,578,7,32,5453375927,05-17-2023,2a4a7a96d2
Country1,test,3119,53,2073,1,95,8379066900,05-18-2023,bc937ba1af
Country3,test,2477,44,1365,1,17,7261870893,05-19-2023,362adc4213
Country2,control,3750,66,569,8,5,1317907166,05-20-2023,033a5b907a
Country8,control,2677,43,516,7,38,7285638045,05-21-2023,52e2b0e6da
Country1,test,2889,57,2066,1,33,9271912873,05-22-2023,299922e4c2
Country3,control,3561,63,383,4,16,3041385581,05-23-2023,c3b8526c0d
Country1,control,3373,69,490,7,99,6132686790,05-24-2023,5dde06c406
Country2,control,4091,63,853,7,93,9437153496,05-15-2023,f21772d73a
Country3,test,1808,38,1984,0,43,5275954976,05-16-2023,6e03caa2a6
Country1,control,2825,50,592,8,76,7535485677,05-17-2023,f906720b39
Country2,control,3232,42,608,5,6,9785240328,05-18-2023,a76ef4f98c
Country1,control,3913,45,606,10,13,3264803844,05-19-2023,a5e1cb113d
Country2,control,3101,43,574,6,58,9399864711,05-20-2023,9a8782fce4
Country2,test,3025,44,2865,1,98,4932271272,05-21-2023,70a054766f
Country9,test,2316,54,1597,1,5,8475674671,05-22-2023,b4f37b4a18
Country8,control,4771,45,646,8,25,3328200173,05-23-2023,5a08668512
Country3,control,3550,62,651,6,46,1965430339,05-24-2023,aa5c7b6519
Country9,control,3125,36,661,7,88,1747685920,05-15-2023,2e5333d39a
Country10,control,4024,41,532,3,23,4665361686,05-16-2023,cd9f563c0b
Country8,control,4469,46,596,8,73,6750836433,05-17-2023,477afc4b6b
Country8,control,2990,42,680,7,83,6511162450,05-18-2023,a6f7e201ea
Country4,control,4035,47,445,7,11,7571271100,05-19-2023,834267523e
Country4,test,1779,38,1726,1,3,8925509870,05-20-2023,dea09c2b50
Country6,test,3420,49,2199,2,28,5353626393,05-21-2023,dc95c271af
Country5,test,2668,69,1651,1,25,3242055269,05-22-2023,54a7094580
Country8,control,3675,49,582,4,95,6768240935,05-23-2023,2db990b0c2
Country1,control,3946,50,684,5,12,8629909562,05-24-2023,7e22c4da04
Country2,control,4169,56,746,6,30,1968716400,05-15-2023,be15d7708b
Country9,test,2620,53,3275,1,28,5576620967,05-16-2023,12a32d2571
Country5,test,2423,59,1807,1,9,8380842719,05-17-2023,5822b08e50
Country3,control,4088,57,550,6,66,5539122378,05-18-2023,c34c614c74
Country10,control,3260,49,603,9,46,8813109882,05-19-2023,0646b0195c
Country3,control,4611,60,723,10,2,5877658836,05-20-2023,2cf769c944
Country10,test,2231,35,2331,1,15,9289002134,05-21-2023,75487d4663
Country8,control,3946,44,679,7,59,3718025173,05-22-2023,4f84c326e2
Country3,test,3192,56,1992,1,77,3945401457,05-23-2023,69087ea5dd
Country5,control,3492,35,577,9,24,4462426282,05-24-2023,ae2e792902
Country5,test,3018,54,1506,1,58,6447987393,05-15-2023,b42bb19295
Country3,test,2492,61,1978,1,86,5885704564,05-16-2023,2438d3ccb3
Country10,control,2766,38,660,5,36,1938700040,05-17-2023,420e08c1fd
Country10,test,2025,51,2313,1,36,6773671650,05-18-2023,835f02bed0
Country1,control,3164,36,515,12,16,1366238720,05-19-2023,0537ee0a99
Country4,test,2873,57,1632,0,42,8389538557,05-20-2023,8d2a26cb24
Country6,test,2871,55,1601,0,71,7914461210,05-21-2023,8107fabaa0
Country8,test,2895,50,2470,1,93,2189919317,05-22-2023,e622e40fac
Country5,control,2922,39,605,8,76,6273549405,05-23-2023,663535172b
Country7,control,2852,42,643,13,51,7466076972,05-24-2023,9491cb4217
Country1,control,4085,43,489,5,19,5775299645,05-15-2023,adb670711d
Country8,test,2143,51,2353,2,99,6215166442,05-16-2023,7b02287aad
Country4,test,2605,46,1471,1,73,1628219301,05-17-2023,502cf7a3a1
Country1,control,3615,58,578,4,54,8828177367,05-18-2023,5ae7952507
Country8,test,2791,49,2205,1,69,9283452770,05-19-2023,64b1e38203
Country5,control,3910,73,670,9,20,4048372989,05-20-2023,ce251d91f7
Country8,control,3053,46,508,5,72,4271074506,05-21-2023,a70f0f39aa
Country8,test,2350,54,2147,1,38,9413631278,05-22-2023,75e129b2bb
Country6,test,2633,53,1980,1,88,3723963654,05-23-2023,6d70ca9caf
Country8,test,3169,46,1415,1,81,4287270211,05-24-2023,6655163314
Country10,test,2209,48,2077,1,4,2107569128,05-15-2023,739470624e
Country8,control,3687,66,608,7,53,4808778777,05-16-2023,a516f8c41e
Country2,control,4576,38,449,6,98,1130913073,05-17-2023,f344dbd2c0
Country8,test,2558,49,1948,1,2,9195439916,05-18-2023,2333a38deb
Country3,control,3934,65,793,8,99,6853174254,05-19-2023,d3cddbe195
Country5,control,3050,44,711,8,27,2424055538,05-20-2023,7f6f6c36e3
Country3,control,3148,63,590,5,21,1579989328,05-21-2023,de9b6df098
Country10,control,3348,58,778,10,58,2915789187,05-22-2023,38fafeb8fc
Country4,control,3222,63,605,8,50,9971968811,05-23-2023,aaf134a00c
Country9,test,2385,72,1416,1,9,1659645359,05-24-2023,097a048987
Country10,test,2628,40,2311,2,67,1259705443,05-15-2023,df2aa19f4d
Country8,test,1831,66,2929,1,4,4824764833,05-16-2023,eaef24a5a1
Country3,test,2558,44,1663,1,46,4432585797,05-17-2023,b786811aad
Country7,control,3166,68,772,10,59,9143791803,05-18-2023,c3484fd4ce
Country5,test,2122,47,1394,0,49,2136612472,05-19-2023,c22c07f064
Country8,control,3227,47,483,5,4,3065743502,05-20-2023,10803a4ba3
Country9,test,2317,46,2155,1,81,8826151152,05-21-2023,388a327b9e
Country1,control,2974,34,575,6,19,9709024565,05-22-2023,6377e37c30
Country9,test,3457,65,1413,1,24,1756448482,05-23-2023,91f02dfde9
Country2,control,3709,53,818,7,65,2259558262,05-24-2023,9ecff76651
Country5,control,2934,57,686,8,87,1111070235,05-15-2023,66397aa1e1
Country4,test,3772,44,1861,1,36,5231470144,05-16-2023,23bae316ab
Country7,control,3449,67,638,6,97,6888184757,05-17-2023,6bf8da5a84
Country5,test,2868,32,1223,1,96,8134065790,05-18-2023,f7b9d836e1
Country2,test,2442,56,2367,1,84,4843564315,05-19-2023,667d37b751
Country10,control,3508,46,587,10,86,9406128758,05-20-2023,8f9f08194a
Country10,control,3342,47,497,10,79,4540247208,05-21-2023,3206c4fb97
Country7,control,3499,52,749,6,13,6163506864,05-22-2023,6068e5a435
Country6,test,2403,54,1637,1,33,3723980231,05-23-2023,fcaca4d91f
Country3,control,3575,45,499,11,97,9265846989,05-24-2023,6edc5ecdc7
Country6,test,2016,44,1312,1,79,8145470510,05-15-2023,fc50ed6b13
Country8,control,4237,59,601,10,81,9123776699,05-16-2023,20bd07f2e7
Country10,control,3261,45,631,9,92,8450915066,05-17-2023,ac5a771563
